name,created_at,location,statuses_count,followers_count,favourites_count,friends_count,lang,dataset
Reina Mckay,3199,1409,42,19,0,368,en,1
Kirby Brady,3199,401,33,25,0,342,en,1
Carie Newman,3199,584,25,20,0,388,en,1
Tanja Whitaker,3199,1324,37,24,0,373,en,1
Harmony Trevino,3199,1338,23,10,0,339,en,1
Dawn Haney,3199,323,30,17,0,355,en,1
Lovetta Leach,3199,690,35,21,0,349,en,1
Pedro Whitfield,3199,1298,40,18,0,365,en,1
Magdalen Mccarty,3199,556,47,13,0,366,en,1
Gertrud Mckinney,3199,1164,42,20,0,349,en,1
Taylor Carney,3199,1214,34,20,0,370,en,1
Arlinda Hess,3199,1230,29,15,0,336,en,1
Lovetta Crawford,3199,1585,36,18,0,338,en,1
Martha Knight,3199,1618,39,23,0,373,en,1
Katelin Yates,3199,553,25,17,0,377,en,1
Delbert Salas,3199,971,35,17,0,333,en,1
Lavona Keller,3199,1265,42,20,0,337,en,1
Shaunte Graves,3199,1265,35,19,0,326,en,1
Jessie Pugh,3199,92,42,20,0,407,en,1
Clayton Hale,3199,33,39,20,0,366,en,1
Christal Buckner,3199,389,48,23,0,389,en,1
Cammie Rosa,3199,258,31,14,0,351,en,1
Milly Bentley,3199,866,50,14,0,365,en,1
Nicol Stephenson,3199,1650,37,19,0,337,en,1
Sheldon Wong,3199,341,46,8,0,398,en,1
Brandy Hendrix,3199,214,42,18,0,381,en,1
Monserrate Ochoa,3199,833,30,14,0,300,en,1
Merle Ellison,3199,132,37,20,0,383,en,1
Javier Gordon,3199,326,42,11,0,362,en,1
Rene Rush,3199,1629,33,14,0,365,en,1
Raymundo Burt,3199,908,27,18,0,371,en,1
Pamala Hardin,3199,1401,34,16,0,349,en,1
Latoyia Snider,3199,598,26,16,0,369,en,1
Phil Sweeney,3199,660,33,16,0,330,en,1
Toni Lynch,3199,1642,41,15,0,369,en,1
Jimmie Paul,3199,938,23,18,0,357,en,1
Miki Avila,3199,363,41,10,0,361,en,1
Maud Eaton,3199,628,30,24,0,406,en,1
Jeff Lewis,3199,1054,50,18,0,333,en,1
Song Herman,3199,505,30,12,0,322,en,1
Wm Haley,3199,509,37,16,0,345,en,1
Numbers Hartman,3199,96,39,18,0,334,en,1
Tarah Aguilar,3199,1169,41,11,0,370,en,1
Katelyn Talley,3199,1215,32,18,0,390,en,1
Renna Vang,3199,295,39,18,0,394,en,1
Donetta Wiggins,3199,179,27,23,0,349,en,1
Viviana Lopez,3199,1103,54,23,0,459,en,1
Leola English,3199,526,39,19,0,336,en,1
Shandi Kent,3199,822,34,25,0,361,en,1
Shaina Mcdaniel,3199,1646,33,20,0,321,en,1
Magda Floyd,3199,344,32,17,0,310,en,1
Lolita Cantrell,3199,599,62,13,0,515,en,1
Janyce Thornton,3199,285,39,17,0,341,en,1
Lorenza Dillon,3199,206,47,17,0,345,en,1
Hilaria Francis,3199,1586,32,23,0,353,en,1
Aurea Mckinney,3199,836,28,18,0,350,en,1
Colby Sosa,3199,1065,31,22,0,285,en,1
Darwin Nguyen,3199,915,38,16,0,384,en,1
Jamila Kane,3199,1358,39,11,0,317,en,1
Cornelius Levine,3199,1670,41,25,0,367,en,1
Lillian Osborne,3199,703,71,25,0,503,en,1
Dori Pugh,3199,1141,28,15,0,394,en,1
Marianne Jones,3199,1062,63,26,0,532,en,1
Deidra Bernard,3199,1167,36,22,0,346,en,1
Ilana Baird,3199,1143,35,22,0,340,en,1
Antoinette Salas,3199,963,50,22,0,453,en,1
Thu Mullins,3199,191,60,24,0,521,en,1
Michele Acevedo,3199,877,56,27,0,490,en,1
Jannette Mcclain,3199,1561,39,23,0,359,en,1
Florance Underwood,3199,1040,29,19,0,340,en,1
Natalie Johnston,3199,1095,35,22,0,372,en,1
Josh Gray,3199,1641,40,13,0,385,en,1
Celena Phillips,3199,965,36,15,0,320,en,1
Rozanne Bell,3199,390,17,15,0,312,en,1
Ryann Ortiz,3199,799,37,13,0,310,en,1
Yong Marshall,3199,661,29,18,0,318,en,1
Archie Henderson,3199,668,23,22,0,357,en,1
Domonique Rowe,3199,830,48,20,0,330,en,1
Lahoma Joyner,3199,959,39,26,0,360,en,1
Sari Castro,3199,391,42,19,0,330,en,1
Elwanda Sargent,3199,158,25,15,0,364,en,1
Johnie William,3199,336,34,12,0,346,en,1
Arlyne Moon,3199,397,38,21,0,338,en,1
Lani Avila,3199,1324,61,28,0,530,en,1
Raylene Mendez,3199,925,32,17,0,315,en,1
Rene Tran,3199,910,39,18,0,305,en,1
Florida Mcguire,3199,1449,56,20,0,539,en,1
Susanne Moss,3199,1539,60,22,0,528,en,1
Shela Ashley,3199,488,46,14,0,336,en,1
Amberly Waters,3199,993,28,9,0,338,en,1
Gaye Bentley,3199,451,39,14,0,370,en,1
Nicki Henry,3199,1329,28,14,0,321,en,1
Dwayne Dotson,3199,547,36,22,0,314,en,1
Kevin Shaw,3199,977,29,13,0,312,en,1
Gia Daugherty,3199,1669,50,25,0,443,en,1
Mallie Padilla,3199,1100,28,16,0,327,en,1
Faith Duke,3199,1639,60,23,0,501,en,1
Sherwood Hawkins,3199,1258,33,12,0,320,en,1
Gordon Sherman,3199,483,51,18,0,403,en,1
Glenn Keller,3199,494,50,15,0,372,en,1
Adriane Hancock,3199,787,62,25,0,519,en,1
Enda Chen,3199,547,50,23,0,539,en,1
Darwin Shaw,3199,1540,32,23,0,344,en,1
Caryn Mccray,3199,528,33,20,0,348,en,1
Karolyn Rivera,3199,1455,38,14,0,315,en,1
Travis Burks,3199,216,57,27,0,520,en,1
Yulanda Guy,3199,1633,29,8,0,344,en,1
Tom Wilkinson,3199,921,28,19,0,353,en,1
Odette Schmidt,3199,64,24,12,0,327,en,1
Augusta Conner,3199,1421,30,17,0,318,en,1
Kyla Beard,3199,1541,42,12,0,356,en,1
Winnie Cote,3199,1611,45,20,0,370,en,1
Kimi Barlow,3199,1413,31,23,0,350,en,1
Osvaldo Fitzpatrick,3199,1562,37,19,0,388,en,1
Ima Sears,3199,69,41,18,0,333,en,1
Benton Alvarado,3199,493,41,16,0,343,en,1
Noel Reynolds,3199,1247,37,21,0,336,en,1
Morgan Sargent,3199,1095,38,16,0,429,en,1
Dorathy Pearson,3199,119,27,12,0,312,en,1
Terina Morrow,3199,872,46,11,0,408,en,1
Anglea Hughes,3199,1431,34,16,0,319,en,1
Kristine Tate,3199,259,28,13,0,346,en,1
Willian Glenn,3199,618,34,25,0,328,en,1
Natacha Newton,3199,1395,23,17,0,295,en,1
Jeanelle Ware,3199,1265,30,19,0,304,en,1
Johanne Banks,3199,984,36,12,0,334,en,1
Ehtel Rivers,3199,1230,31,24,0,379,en,1
Basil Wells,3199,84,42,14,0,347,en,1
Mitchel Christensen,3199,745,27,10,0,336,en,1
Tiffany Baldwin,3199,1150,35,13,0,321,en,1
Estela Pruitt,3199,454,31,21,0,335,en,1
Edgardo Mercer,3199,700,20,15,0,353,en,1
Marvin Russell,3199,1619,37,16,0,373,en,1
Augustina Haley,3199,10,31,13,0,329,en,1
Haydee Mcgowan,3199,472,21,17,0,362,en,1
Carlota Wells,3199,784,34,15,0,337,en,1
Gia Mendoza,3199,832,26,17,0,344,en,1
Damaris Lyons,3199,35,41,20,0,332,en,1
Talisha Chang,3199,202,35,16,0,334,en,1
Audrey Boyle,3199,1144,39,11,0,319,en,1
Michael Clements,3199,1523,29,8,0,342,en,1
Lyman Roach,3199,44,27,16,0,310,en,1
Rena Carroll,3199,1165,26,17,0,300,en,1
Dudley Hobbs,3199,94,33,13,0,334,en,1
Terrence Vaughn,3199,828,39,18,0,312,en,1
Cornelia Dominguez,3199,757,42,24,0,349,en,1
Roxana Nunez,3199,17,27,15,1,348,en,1
Alethia Hughes,3199,823,30,25,0,299,en,1
Faustino Anthony,3199,540,42,14,0,348,en,1
Vannessa Aguirre,3199,826,35,20,0,309,en,1
Jerald Lang,3199,273,52,17,0,418,en,1
Noella Roberson,3199,829,26,17,0,333,en,1
Janey Marquez,3199,714,35,20,0,350,en,1
Stanley Cameron,3199,1608,30,17,0,351,en,1
Ira Orr,3199,1100,44,10,0,394,en,1
Necole Chen,3199,604,39,15,0,332,en,1
Nakita Owens,3199,1432,41,16,0,311,en,1
Rochel Morgan,3199,973,36,14,0,332,en,1
Tegan Delaney,3199,834,35,14,0,273,en,1
Freeman Downs,3199,390,34,16,1,336,en,1
Norris Noel,3199,894,30,15,0,343,en,1
Jonas House,3199,1356,29,22,0,293,en,1
Brigid Levy,3199,1275,31,17,0,343,en,1
Tai Marshall,3199,148,33,12,0,302,en,1
Obdulia Butler,3199,533,35,15,0,326,en,1
Edna Barton,3199,911,36,18,0,328,en,1
Julianna Cannon,3199,275,50,11,0,355,en,1
Dallas Foreman,3199,707,21,11,0,329,en,1
Chase Winters,3199,775,33,20,0,322,en,1
Dawn Stephens,3199,345,25,12,0,311,en,1
Hong Woodard,3199,1265,33,10,0,276,en,1
Emery Cobb,3199,282,36,12,0,350,en,1
Carrol Henry,3199,1106,32,16,0,316,en,1
Martin Banks,3199,1365,34,18,0,333,en,1
Ricarda Albert,3199,1364,46,16,0,374,en,1
Aisha Hernandez,3199,642,31,19,0,370,en,1
Azzie Nunez,3199,227,24,7,0,321,en,1
Cameron Holder,3199,843,32,12,0,321,en,1
Leatha Rowland,3199,1263,34,13,0,330,en,1
Carisa Sharp,3199,1479,48,20,0,412,en,1
Leland Richard,3199,1267,39,23,0,371,en,1
Dani Lara,3199,1149,33,29,0,313,en,1
Billy Spears,3199,346,42,22,0,312,en,1
Lettie Tyler,3199,879,36,17,0,335,en,1
Jaunita Mcintosh,3199,212,31,19,0,337,en,1
Garnet Buckley,3199,1410,35,15,0,308,en,1
Wesley Luna,3199,791,20,11,0,354,en,1
Thu Herrera,3199,1272,41,14,0,330,en,1
Elina Kelly,3199,339,35,14,0,327,en,1
Tammi Chapman,3199,135,26,19,0,323,en,1
Natalya Wilkinson,3199,106,26,17,0,325,en,1
Thanh Richard,3199,301,42,9,0,333,en,1
Jesica Good,3199,1612,26,23,0,341,en,1
Magdalena Villarreal,3199,173,30,12,0,333,en,1
Sherlene William,3199,507,59,22,0,540,en,1
Felicidad Mcintyre,3199,595,47,15,0,520,en,1
Floy Lara,3199,652,53,17,0,536,en,1
Samantha Riddle,3199,228,32,17,0,325,en,1
Shanell Phelps,3199,718,34,23,0,354,en,1
Whitley Gillespie,3199,104,30,17,0,314,en,1
Minh Kramer,3199,183,32,18,0,302,en,1
Ora Klein,3199,701,35,10,0,293,en,1
Linnie Mills,3199,1467,61,30,0,535,en,1
Bryant Silva,3199,858,29,20,0,333,en,1
Long Campbell,3199,661,33,18,0,326,en,1
Frankie Jensen,3199,175,33,13,0,314,en,1
Jane Conner,3199,1651,29,27,0,361,en,1
Katrice Guerrero,3198,91,33,12,0,327,en,1
Ela Banks,3199,1382,36,15,0,322,en,1
Telma Hatfield,3199,1101,43,14,0,317,en,1
Gidget Grimes,3198,819,31,18,0,347,en,1
Sage Pennington,3198,1630,16,15,0,322,en,1
Howard Cruz,3198,377,26,14,0,314,en,1
Oda Vaughn,3198,1498,30,13,0,307,en,1
Gary Craft,3198,390,32,17,0,319,en,1
Fallon Burke,3199,1281,48,14,0,361,en,1
Kourtney Rich,3198,751,26,17,0,313,en,1
Walter Rivers,3198,997,40,15,0,338,en,1
Enoch Thornton,3199,324,26,14,0,323,en,1
Marica Bean,3198,1119,30,10,0,292,en,1
Krista Bradford,3199,65,28,13,0,347,en,1
Evelina Velez,3198,1481,27,20,0,299,en,1
Terrell Knowles,3198,1627,19,21,0,276,en,1
Rosy Ferrell,3198,1258,28,16,0,299,en,1
Roselle Moses,3199,1032,23,15,0,324,en,1
Kiersten Eaton,3198,1061,32,17,0,336,en,1
Iva Holmes,3198,450,23,19,0,310,en,1
Birgit Hopper,3199,157,31,12,0,305,en,1
Nancy Hicks,3198,504,24,17,0,305,en,1
Svetlana Griffith,3199,644,25,14,0,348,en,1
Vernon Mcpherson,3198,544,30,17,0,295,en,1
Ramon Avery,3198,1216,34,22,0,286,en,1
Joette Cooley,3198,1359,38,23,0,323,en,1
Camellia Leonard,3198,649,37,25,0,323,en,1
Osvaldo Estes,3198,233,38,17,2,288,en,1
Ayanna Delaney,3198,865,54,23,0,517,en,1
Jessenia Ruiz,3198,1231,29,18,0,263,en,1
Herta Clemons,3198,660,44,16,0,326,en,1
Paulette Coleman,3198,1348,22,18,0,305,en,1
Brooks Williams,3198,923,26,18,0,303,en,1
Lavona Morrison,3198,289,29,18,0,324,en,1
Lizette Weiss,3198,1145,36,21,0,313,en,1
Naoma Mcgowan,3198,1323,35,15,0,294,en,1
Blanca Bradley,3198,1353,28,25,0,318,en,1
Dorothy Jacobson,3198,660,39,16,0,336,en,1
Brianne Ortiz,3198,941,44,17,0,323,en,1
Ken Oneil,3198,911,24,32,0,265,en,1
Elizabet Rodgers,3198,1374,27,18,0,301,en,1
Tobie Marquez,3198,519,35,18,0,314,en,1
Alyse Young,3198,329,31,17,0,322,en,1
Sheryll Cole,3198,1380,26,14,0,305,en,1
Charita Gamble,3198,1363,30,15,0,321,en,1
Korey Bradford,3198,589,29,20,0,309,en,1
Marlys Bowen,3198,72,35,16,0,306,en,1
Geralyn Harrington,3198,1350,33,9,0,298,en,1
Hayden Hicks,3198,926,54,24,0,657,en,1
Michell Valentine,3198,175,23,20,0,308,en,1
Shaquana Hurley,3198,1457,20,18,0,317,en,1
Janell Dixon,3198,467,28,13,0,332,en,1
Stephane Edwards,3198,817,33,16,0,323,en,1
Arthur Osborn,3198,75,28,11,0,306,en,1
Andrea Sellers,3198,1406,58,23,0,461,en,1
Larue Wise,3198,201,26,14,0,326,en,1
Deon Fernandez,3198,663,32,32,0,326,en,1
Petronila Norris,3198,397,32,15,0,328,en,1
Opal Delaney,3198,1208,21,16,0,288,en,1
Maida Kim,3198,1332,57,22,0,468,en,1
Zita Dunn,3198,327,33,17,0,326,en,1
Kasey Hurst,3198,1233,28,24,0,320,en,1
Kate Marquez,3198,4,35,15,0,321,en,1
Stormy Graham,3198,1289,32,23,0,352,en,1
Kandra Riley,3198,376,32,22,0,351,en,1
Ocie Reilly,3198,143,54,17,0,536,en,1
Elfriede Watson,3198,1647,16,10,0,306,en,1
Edwin Hogan,3198,1075,50,19,0,543,en,1
Luetta Osborn,3198,821,29,16,0,292,en,1
Denita Duncan,3198,353,41,25,0,349,en,1
Luciana Noel,3198,394,31,16,0,338,en,1
Rusty Manning,3198,606,59,24,0,626,en,1
Della Larson,3198,1273,36,18,0,330,en,1
Natalya Chang,3198,602,31,19,0,315,en,1
Eugene Camacho,3198,940,28,14,0,316,en,1
Apryl Kaufman,3198,1131,60,20,0,527,en,1
Socorro Robbins,3198,792,36,18,0,286,en,1
Pamela Tate,3198,1082,26,19,0,311,en,1
Alba Silva,3198,816,61,19,0,494,en,1
Buford Castillo,3198,920,18,23,0,272,en,1
Ward Cantrell,3198,1598,30,15,0,280,en,1
Mitsue Blackwell,3198,545,22,14,0,260,en,1
Samatha Mason,3198,823,26,13,0,273,en,1
Dani Moody,3198,1402,29,18,0,309,en,1
Sang Meyer,3198,1230,55,23,0,624,en,1
Emanuel Cherry,3198,585,58,48,0,481,en,1
Margarette Jacobs,3198,1655,54,31,1,536,en,1
Chandra Hopper,3198,484,28,16,0,325,en,1
Matthew Stokes,3198,86,23,15,0,323,en,1
Stephane Horn,3198,197,32,21,0,326,en,1
Hanna Mercado,3198,1080,35,18,0,310,en,1
Sheri Randolph,3198,1170,20,9,0,334,en,1
Sid Garrett,3198,676,54,26,0,500,en,1
Veda Chavez,3198,237,36,0,0,2,en,1
Syble Wilder,3198,978,52,25,0,533,en,1
Lillian Houston,3198,1170,30,22,0,270,en,1
Shaneka Todd,3198,1378,34,23,0,342,en,1
Rudolf Mcclure,3198,175,20,11,0,294,en,1
Peg Hensley,3198,1429,34,26,0,302,en,1
Cara Levine,3198,1658,34,21,0,316,en,1
Lauri Potts,3198,1648,50,18,0,685,en,1
Elizabet Graves,3198,694,26,11,0,302,en,1
Lin Osborne,3198,686,35,18,0,365,en,1
Sarai Mays,3198,957,29,23,0,306,en,1
Elton Faulkner,3198,275,16,15,0,268,en,1
Lakendra Hendrix,3198,302,63,28,0,535,en,1
Amiee Ellison,3198,1258,26,15,0,284,en,1
Lucienne Hurley,3198,789,34,20,0,280,en,1
Beckie Haynes,3198,188,37,12,0,317,en,1
Berry Garrison,3198,1644,41,20,0,332,en,1
Claretta Chambers,3198,1621,27,24,0,294,en,1
Alline Hardin,3198,1032,34,14,0,319,en,1
Peggy Blake,3198,660,23,10,0,297,en,1
Luther Walter,3198,1615,27,16,0,318,en,1
Simone Lowe,3198,748,21,18,0,267,en,1
Jacquelin Browning,3198,581,35,17,0,313,en,1
Jenny Ross,3198,204,29,18,0,325,en,1
Harvey Haney,3198,821,30,9,0,264,en,1
Gisele Palmer,3198,238,33,24,0,336,en,1
Digna Wynn,3198,1065,25,14,0,302,en,1
Natalya Small,3198,1607,31,13,0,327,en,1
Olga Lynch,3198,1622,37,23,0,310,en,1
Harry Marshall,3198,914,32,17,0,308,en,1
Ayana Hubbard,3198,1605,33,11,0,345,en,1
Ophelia Bennett,3198,1220,33,18,0,266,en,1
Ivory David,3198,86,34,16,0,275,en,1
Barbra Kane,3198,933,25,20,0,313,en,1
Elvin Whitehead,3198,1056,38,13,0,320,en,1
Jody Davis,3198,1513,22,17,0,262,en,1
Nisha Long,3198,648,20,17,0,304,en,1
Jeffrey Taylor,3198,1632,23,12,0,269,en,1
Arden Mclean,3198,1099,47,16,0,328,en,1
Hayden Blake,3198,32,19,16,0,289,en,1
Lurlene Miller,3198,1587,67,22,5,668,en,1
Rosario Obrien,3198,115,25,18,0,308,en,1
Oneida Spears,3198,536,37,20,0,326,en,1
Somer Cantu,3198,1262,31,16,0,315,en,1
Deandre Kramer,3198,808,32,14,0,293,en,1
Antonia Huber,3198,97,32,20,0,287,en,1
Ahmad Collier,3198,587,54,21,0,514,en,1
Ericka Paul,3198,1666,26,13,0,282,en,1
Nora Chavez,3198,998,25,15,0,274,en,1
Mamie Peterson,3198,300,31,14,0,307,en,1
Marquita Mitchell,3198,1535,28,18,0,297,en,1
Chasity Fowler,3198,473,28,25,0,269,en,1
Marx Cardenas,3198,974,21,17,0,303,en,1
Lavada Rios,3198,1210,20,15,0,319,en,1
Particia Erickson,3198,1290,24,12,0,272,en,1
Nanci Kim,3198,1172,23,18,0,284,en,1
Dakota Pierce,3198,275,20,18,0,277,en,1
Julieann Rosario,3198,718,26,15,0,308,en,1
Andy Emerson,3198,1340,30,20,0,313,en,1
Lauran Flynn,3198,454,31,19,0,267,en,1
Addie Conner,3198,1288,23,19,0,319,en,1
Rosalia Fry,3198,434,33,13,0,341,en,1
Eladia Blankenship,3198,600,29,19,0,228,en,1
Wilbert Sosa,3198,583,32,21,0,289,en,1
Ardith Bonner,3198,1589,17,21,0,284,en,1
Junko Figueroa,3198,1310,31,15,0,317,en,1
Bridgett Sampson,3198,183,23,16,0,299,en,1
Lean Freeman,3198,375,30,16,0,293,en,1
Jacinda Holloway,3198,770,29,19,0,298,en,1
Zack Hull,3198,1415,27,14,0,289,en,1
Babara England,3198,1035,23,23,0,288,en,1
Margie Love,3198,648,26,19,0,280,en,1
Layla Zamora,3198,920,34,10,0,281,en,1
Bert Bird,3198,1065,22,12,0,314,en,1
Gerald Abbott,3198,1673,35,21,0,255,en,1
Evelia Watson,3198,895,23,17,0,295,en,1
Nikki Sloan,3198,538,33,10,0,266,en,1
Nicola Strong,3198,1023,40,16,0,305,en,1
Branda Pope,3198,1412,35,12,0,307,en,1
Christa Clayton,3198,1349,23,14,0,263,en,1
Yer Johns,3198,692,27,14,0,285,en,1
Melissa Henry,3198,1507,26,16,0,302,en,1
Margery Woodward,3198,547,32,17,0,267,en,1
Brigitte Franklin,3198,314,25,18,0,267,en,1
Frida Reynolds,3198,89,28,22,0,279,en,1
Shawn Johns,3198,1186,29,15,0,270,en,1
Andres Fitzgerald,3198,1036,24,18,0,267,en,1
Alexander Noel,3198,535,24,15,0,301,en,1
Easter Vang,3198,113,32,15,0,276,en,1
Irmgard Meyer,3198,1127,31,8,0,259,en,1
Man Velez,3198,307,29,6,0,245,en,1
Mica Fuentes,3198,1454,28,20,0,288,en,1
Sherley Noble,3198,1415,39,16,0,277,en,1
Lashell Tate,3198,1387,26,13,0,262,en,1
Judy Forbes,3198,1136,24,12,0,307,en,1
Neal Keller,3198,75,20,16,0,303,en,1
Roseanne Allen,3198,657,26,12,0,278,en,1
Kelli Warner,3198,1230,31,18,0,270,en,1
Evia Walker,3198,699,25,24,0,270,en,1
Theda Whitfield,3198,1664,26,12,0,288,en,1
Jason Cortez,3198,223,29,16,0,262,en,1
Rod Rosales,3198,422,29,7,0,241,en,1
China Serrano,3198,856,29,23,0,307,en,1
Laraine Mcfarland,3198,333,20,12,0,272,en,1
Caron Fowler,3198,937,27,19,0,272,en,1
Willette Hayes,3198,1147,30,16,0,273,en,1
Fredda Mccray,3198,821,24,17,0,288,en,1
Lannie Hensley,3198,1516,24,22,0,260,en,1
Dominica Puckett,3198,821,25,11,0,280,en,1
Claudia Gamble,3197,1160,27,16,0,299,en,1
Ezekiel Cohen,3197,648,22,21,0,279,en,1
Arielle Rodriquez,3197,1,23,17,0,287,en,1
Ira Zamora,3198,349,24,17,0,316,en,1
Christeen Grimes,3198,1265,34,15,0,274,en,1
Bernadette Hull,3197,1371,29,17,0,283,en,1
Gale Duffy,3198,1283,31,20,0,295,en,1
Desmond Osborn,3197,487,27,18,2,320,en,1
Della Kline,3197,1127,16,13,0,294,en,1
Euna Wright,3197,592,17,23,0,263,en,1
Serena Rich,3197,782,31,15,0,316,en,1
Virgilio Graham,3197,662,28,16,0,288,en,1
Anneliese Cantrell,3197,498,31,12,0,290,en,1
Sha Sims,3197,621,35,16,0,302,en,1
Richie Rosario,3197,1184,29,19,0,313,en,1
Corrinne Espinoza,3197,612,22,22,0,274,en,1
Lita Justice,3197,117,27,18,0,272,en,1
Mi Kline,3197,547,17,20,0,276,en,1
Victor Hawkins,3197,521,36,18,0,301,en,1
Yee Doyle,3197,237,23,16,0,314,en,1
Venessa Garrison,3197,478,29,22,0,278,en,1
Adelaide Howe,3197,1381,25,15,0,289,en,1
Thanh Franco,3197,429,28,16,0,331,en,1
Keeley Conner,3197,111,29,11,0,293,en,1
Felton Lambert,3197,1043,36,14,1,303,en,1
Mariella Ellison,3197,1575,32,12,0,308,en,1
Julia Hess,3197,427,31,13,0,287,en,1
Lemuel Landry,3197,21,44,12,0,298,en,1
Latanya Welch,3197,648,27,11,0,307,en,1
Mario Greer,3197,86,24,10,0,306,en,1
Jaquelyn Oneil,3197,359,24,13,0,283,en,1
Vonnie Walton,3197,1421,63,16,0,637,en,1
Tashina Oconnor,3197,1307,20,11,0,282,en,1
Lynne Case,3197,1279,55,17,0,569,en,1
Rudy Giles,3197,1064,32,14,0,285,en,1
Debby Witt,3197,1336,31,20,0,288,en,1
Harley Morris,3197,974,67,27,0,681,en,1
Floria Hill,3197,367,30,18,0,264,en,1
Leanna Osborn,3197,1142,20,11,0,289,en,1
Del Vance,3197,1132,60,21,0,635,en,1
Merrilee Mcneil,3197,666,30,16,0,308,en,1
Marlyn Kelly,3197,1484,24,22,0,280,en,1
Noma Goodman,3197,1279,61,21,0,649,en,1
Erica Stein,3197,834,27,12,0,283,en,1
Casimira Chase,3197,893,24,18,0,271,en,1
Jaclyn Cline,3197,7,56,30,0,614,en,1
Meghan Franklin,3197,870,20,21,0,277,en,1
Carolina Bradshaw,3197,1173,32,9,0,287,en,1
Floy Blanchard,3197,1652,27,15,0,294,en,1
Sal Foley,3197,517,57,25,0,577,en,1
Louvenia Swanson,3197,812,27,20,0,289,en,1
Kellee Noel,3197,601,38,20,0,332,en,1
Etha Pace,3197,1176,25,22,0,266,en,1
Norene Richard,3197,60,22,18,0,244,en,1
Quintin Branch,3197,342,26,21,0,259,en,1
Madeline Conway,3197,99,37,18,0,549,en,1
Randal Stafford,3197,648,28,15,0,270,en,1
Cathi Bolton,3197,343,29,13,0,273,en,1
Lavera Solomon,3197,1592,32,8,0,291,en,1
Sid Pace,3197,1665,28,12,0,295,en,1
Shila Estes,3197,633,26,16,0,280,en,1
Millie Medina,3197,1555,33,21,0,291,en,1
Mikel Bonner,3197,1483,30,25,0,262,en,1
Leena Stuart,3197,159,20,13,0,256,en,1
Grisel Grant,3196,789,25,18,0,319,en,1
Delpha Ware,3197,351,35,18,0,286,en,1
Augustus Walters,3196,1294,29,17,0,281,en,1
Maire Gutierrez,3196,686,17,20,0,282,en,1
Kathe Strickland,3197,752,25,25,0,250,en,1
Anika Guerrero,3197,424,26,17,0,278,en,1
Dillon Walsh,3196,42,38,14,0,283,en,1
Enoch Burton,3196,1207,30,17,0,276,en,1
Cayla Aguirre,3196,909,28,14,0,249,en,1
Soon Rogers,3196,178,20,15,0,296,en,1
Dusty Floyd,3196,276,24,17,0,273,en,1
Anna Franks,3196,922,28,13,0,282,en,1
Temika Hinton,3196,896,32,9,0,308,en,1
Dacia Thomas,3196,1371,28,14,0,281,en,1
Amelia Nicholson,3196,175,29,18,0,280,en,1
Hilma Brock,3196,992,26,10,0,237,en,1
Deloise Brooks,3196,1091,28,16,0,266,en,1
Leonard Boyd,3196,783,27,16,0,255,en,1
Lissette Holloway,3196,1077,23,21,0,253,en,1
Ernest Rush,3196,1265,25,13,0,326,en,1
Jammie Williams,3196,1482,29,19,0,303,en,1
Thersa Logan,3196,435,26,21,0,269,en,1
Magaly Wiley,3196,547,25,19,0,302,en,1
Jolanda Norris,3196,697,24,12,0,294,en,1
Breann Duncan,3196,1517,38,11,0,262,en,1
Maurice Clark,3196,837,20,19,0,257,en,1
Carroll Sanchez,3196,1448,35,21,0,270,en,1
Denae Mejia,3196,175,30,18,0,247,en,1
Kevin Morin,3196,1058,22,22,0,258,en,1
Eda Michael,3196,687,30,11,0,258,en,1
Agnes Lott,3196,95,28,13,0,276,en,1
Rosemary Mann,3196,901,18,18,0,276,en,1
Terrilyn Duffy,3196,1414,25,21,0,274,en,1
Marg Wilder,3196,376,26,16,0,278,en,1
Willian Jimenez,3196,631,27,17,0,311,en,1
Denisse Nguyen,3196,1347,24,26,0,276,en,1
Idalia Foreman,3196,702,32,16,0,264,en,1
Stephaine Parks,3196,594,25,17,0,270,en,1
Doretta Ferrell,3196,1230,28,14,0,249,en,1
Kimbery Bridges,3196,660,25,15,0,267,en,1
Kaitlyn Mills,3196,805,25,14,0,269,en,1
Teri Albert,3196,501,29,14,0,284,en,1
Francis Owens,3196,525,26,9,0,299,en,1
Joel Nixon,3196,648,27,25,0,306,en,1
Larry Glover,3196,988,26,15,0,274,en,1
Krysta Mueller,3196,1379,22,13,0,251,en,1
Caryn Watson,3196,397,35,13,0,275,en,1
Paulette Conrad,3196,1117,19,13,0,263,en,1
Carin Shields,3196,225,22,13,0,260,en,1
Angella Floyd,3196,1000,28,13,0,247,en,1
Maranda Nielsen,3196,679,33,22,0,319,en,1
Trisha Hull,3196,989,37,21,0,294,en,1
Kelle Guzman,3196,1471,29,13,0,306,en,1
Lizabeth Rasmussen,3196,1333,38,12,0,236,en,1
Claretha Hyde,3196,1259,24,20,0,250,en,1
Flossie Oneill,3196,1265,23,10,0,263,en,1
Ward Morton,3196,868,29,14,0,280,en,1
Cuc Bradford,3195,78,37,20,0,290,en,1
Kelley Holt,3196,1000,31,15,0,261,en,1
Dominick Savage,3195,610,24,12,0,245,en,1
Cyndy Stokes,3195,274,24,9,0,264,en,1
Pamila Mccarty,3195,1255,32,14,0,296,en,1
Carri Warren,3195,1284,25,20,0,263,en,1
Sharla Farmer,3195,886,27,14,0,285,en,1
